#version: TeamCity
#If you change this file, it will not be automatically updated after the next release.
#item,id,metadata
ibars,IRON_FENCE,0
ibarsb,IRON_FENCE,0
ibarsblock,IRON_FENCE,0
ifence,IRON_FENCE,0
glasspane,THIN_GLASS,0
glassp,THIN_GLASS,0
paneglass,THIN_GLASS,0
pglass,THIN_GLASS,0
flatglass,THIN_GLASS,0
fglass,THIN_GLASS,0
skinnyglass,THIN_GLASS,0
sglass,THIN_GLASS,0
glassflat,THIN_GLASS,0
glassf,THIN_GLASS,0
glassskinny,THIN_GLASS,0
glasss,THIN_GLASS,0
melon,MELON_BLOCK,0
watermelon,MELON_BLOCK,0
greenmelon,MELON_BLOCK,0
melongreen,MELON_BLOCK,0
melonblock,MELON_BLOCK,0
watermelonblock,MELON_BLOCK,0
greenmelonblock,MELON_BLOCK,0
pumpkinstem,PUMPKIN_STEM,0
stempumpkin,PUMPKIN_STEM,0
pumpstem,PUMPKIN_STEM,0
stempump,PUMPKIN_STEM,0
melonstem,MELON_STEM,0
watermelonstem,MELON_STEM,0
greenmelonstem,MELON_STEM,0
stemmelon,MELON_STEM,0
stemwatermelon,MELON_STEM,0
stemgreenmelon,MELON_STEM,0
vines,VINE,0
vine,VINE,0
greenvines,VINE,0
greenvine,VINE,0
gardenvines,VINE,0
gardenvine,VINE,0
vinesgreen,VINE,0
vinegreen,VINE,0
vinesgarden,VINE,0
vinegarden,VINE,0
vinesg,VINE,0
vineg,VINE,0
gvines,VINE,0
gvine,VINE,0
woodenfencegate,FENCE_GATE,0
wfencegate,FENCE_GATE,0
woodfencegate,FENCE_GATE,0
woodengate,FENCE_GATE,0
woodgate,FENCE_GATE,0
wgate,FENCE_GATE,0
gate,FENCE_GATE,0
gardengate,FENCE_GATE,0
ggate,FENCE_GATE,0
fencegate,FENCE_GATE,0
fencegatewooden,FENCE_GATE,0
fencegatewood,FENCE_GATE,0
brickstairs,BRICK_STAIRS,0
redbrickstairs,BRICK_STAIRS,0
redbstairs,BRICK_STAIRS,0
rbrickstairs,BRICK_STAIRS,0
bstairs,BRICK_STAIRS,0
redstairs,BRICK_STAIRS,0
brickstair,BRICK_STAIRS,0
redbrickstair,BRICK_STAIRS,0
redbstair,BRICK_STAIRS,0
rbrickstair,BRICK_STAIRS,0
bstair,BRICK_STAIRS,0
redstair,BRICK_STAIRS,0
stonebrickstairs,SMOOTH_STAIRS,0
stonebstairs,SMOOTH_STAIRS,0
sbstairs,SMOOTH_STAIRS,0
cementbrickstairs,SMOOTH_STAIRS,0
cementstairs,SMOOTH_STAIRS,0
cementbstairs,SMOOTH_STAIRS,0
cbstairs,SMOOTH_STAIRS,0
greybrickstairs,SMOOTH_STAIRS,0
greybstairs,SMOOTH_STAIRS,0
greystairs,SMOOTH_STAIRS,0
mycelium,MYCEL,0
purplegrass,MYCEL,0
pinkgrass,MYCEL,0
mycel,MYCEL,0
swampgrass,MYCEL,0
sgrass,MYCEL,0
mushroomgrass,MYCEL,0
mushgrass,MYCEL,0
lilypad,WATER_LILY,0
waterlily,WATER_LILY,0
lily,WATER_LILY,0
swamppad,WATER_LILY,0
lpad,WATER_LILY,0
wlily,WATER_LILY,0
netherbrickblock,NETHER_BRICK,0
nbrickblock,NETHER_BRICK,0
hellbrickblock,NETHER_BRICK,0
deathbrickblock,NETHER_BRICK,0
dbrickblock,NETHER_BRICK,0
hbrickblock,NETHER_BRICK,0
blocknetherbrick,NETHER_BRICK,0
blocknbrick,NETHER_BRICK,0
blockhellbrick,NETHER_BRICK,0
blockdeathbrick,NETHER_BRICK,0
blockdbrick,NETHER_BRICK,0
blockhbrick,NETHER_BRICK,0
netherbrickfence,NETHER_FENCE,0
hellbrickfence,NETHER_FENCE,0
nbrickfence,NETHER_FENCE,0
hbrickfence,NETHER_FENCE,0
netherbfence,NETHER_FENCE,0
hellbfence,NETHER_FENCE,0
netherfence,NETHER_FENCE,0
hellfence,NETHER_FENCE,0
nbfence,NETHER_FENCE,0
hbfence,NETHER_FENCE,0
nfence,NETHER_FENCE,0
hfence,NETHER_FENCE,0
netherbrickstairs,NETHER_BRICK_STAIRS,0
hellbrickstairs,NETHER_BRICK_STAIRS,0
nbrickstairs,NETHER_BRICK_STAIRS,0
hbrickstairs,NETHER_BRICK_STAIRS,0
netherbstairs,NETHER_BRICK_STAIRS,0
hellbstairs,NETHER_BRICK_STAIRS,0
netherstairs,NETHER_BRICK_STAIRS,0
hellstairs,NETHER_BRICK_STAIRS,0
nbstairs,NETHER_BRICK_STAIRS,0
hbstairs,NETHER_BRICK_STAIRS,0
nstairs,NETHER_BRICK_STAIRS,0
hstairs,NETHER_BRICK_STAIRS,0
netherbrickstair,NETHER_BRICK_STAIRS,0
hellbrickstair,NETHER_BRICK_STAIRS,0
nbrickstair,NETHER_BRICK_STAIRS,0
hbrickstair,NETHER_BRICK_STAIRS,0
netherbstair,NETHER_BRICK_STAIRS,0
hellbstair,NETHER_BRICK_STAIRS,0
netherstair,NETHER_BRICK_STAIRS,0
hellstair,NETHER_BRICK_STAIRS,0
nbstair,NETHER_BRICK_STAIRS,0
hbstair,NETHER_BRICK_STAIRS,0
nstair,NETHER_BRICK_STAIRS,0
hstair,NETHER_BRICK_STAIRS,0
netherwarts,NETHER_WARTS,0
netherwart,NETHER_WARTS,0
netherplant,NETHER_WARTS,0
nethercrop,NETHER_WARTS,0
hellwarts,NETHER_WARTS,0
hellwart,NETHER_WARTS,0
hellplant,NETHER_WARTS,0
hellcrop,NETHER_WARTS,0
deathwarts,NETHER_WARTS,0
deathwart,NETHER_WARTS,0
deathplant,NETHER_WARTS,0
deathcrop,NETHER_WARTS,0
nwarts,NETHER_WARTS,0
nwart,NETHER_WARTS,0
ncrop,NETHER_WARTS,0
nplant,NETHER_WARTS,0
hwarts,NETHER_WARTS,0
hwart,NETHER_WARTS,0
hplant,NETHER_WARTS,0
hcrop,NETHER_WARTS,0
dwarts,NETHER_WARTS,0
dwart,NETHER_WARTS,0
dplant,NETHER_WARTS,0
dcrop,NETHER_WARTS,0
enchantmenttable,ENCHANTMENT_TABLE,0
enchantingtable,ENCHANTMENT_TABLE,0
enchanttable,ENCHANTMENT_TABLE,0
etable,ENCHANTMENT_TABLE,0
magicaltable,ENCHANTMENT_TABLE,0
magictable,ENCHANTMENT_TABLE,0
mtable,ENCHANTMENT_TABLE,0
enchantmentdesk,ENCHANTMENT_TABLE,0
enchantingdesk,ENCHANTMENT_TABLE,0
enchantdesk,ENCHANTMENT_TABLE,0
edesk,ENCHANTMENT_TABLE,0
magicaldesk,ENCHANTMENT_TABLE,0
magicdesk,ENCHANTMENT_TABLE,0
mdesk,ENCHANTMENT_TABLE,0
booktable,ENCHANTMENT_TABLE,0
bookdesk,ENCHANTMENT_TABLE,0
btable,ENCHANTMENT_TABLE,0
bdesk,ENCHANTMENT_TABLE,0
brewingstandblock,BREWING_STAND,0
brewerblock,BREWING_STAND,0
potionstandblock,BREWING_STAND,0
potionbrewerblock,BREWING_STAND,0
pstandblock,BREWING_STAND,0
bstandblock,BREWING_STAND,0
pbrewerblock,BREWING_STAND,0
cauldron,CAULDRON,0
steelcauldron,CAULDRON,0
ironcauldron,CAULDRON,0
icauldron,CAULDRON,0
scauldron,CAULDRON,0
potioncauldron,CAULDRON,0
pcauldron,CAULDRON,0
enderportal,ENDER_PORTAL,0
endergoo,ENDER_PORTAL,0
endgoo,ENDER_PORTAL,0
endportal,ENDER_PORTAL,0
egoo,ENDER_PORTAL,0
eportal,ENDER_PORTAL,0
enderportalframe,ENDER_PORTAL_FRAME,0
endportalframe,ENDER_PORTAL_FRAME,0
endgooframe,ENDER_PORTAL_FRAME,0
endergooframe,ENDER_PORTAL_FRAME,0
egooframe,ENDER_PORTAL_FRAME,0
eportalframe,ENDER_PORTAL_FRAME,0
enderframe,ENDER_PORTAL_FRAME,0
endframe,ENDER_PORTAL_FRAME,0
enderstone,ENDER_STONE,0
endstone,ENDER_STONE,0
endrock,ENDER_STONE,0
enderrock,ENDER_STONE,0
erock,ENDER_STONE,0
estone,ENDER_STONE,0
enderdragonegg,DRAGON_EGG,0
endegg,DRAGON_EGG,0
dragonegg,DRAGON_EGG,0
degg,DRAGON_EGG,0
bossegg,DRAGON_EGG,0
begg,DRAGON_EGG,0
redstonelamp,REDSTONE_LAMP_OFF,0
redstonelampoff,REDSTONE_LAMP_OFF,0
redlamp,REDSTONE_LAMP_OFF,0
redlampoff,REDSTONE_LAMP_OFF,0
rslamp,REDSTONE_LAMP_OFF,0
rslampoff,REDSTONE_LAMP_OFF,0
redstonelampon,REDSTONE_LAMP_ON,0
redlampon,REDSTONE_LAMP_ON,0
rslampon,REDSTONE_LAMP_ON,0
woodenplankdoublestep,WOOD_DOUBLE_STEP,0
woodenplankdstep,WOOD_DOUBLE_STEP,0
woodplankdoublestep,WOOD_DOUBLE_STEP,0
woodplankdstep,WOOD_DOUBLE_STEP,0
wplankdoublestep,WOOD_DOUBLE_STEP,0
wplankdstep,WOOD_DOUBLE_STEP,0
plankdoublestep,WOOD_DOUBLE_STEP,0
plankdstep,WOOD_DOUBLE_STEP,0
woodendoublestep,WOOD_DOUBLE_STEP,0
woodendstep,WOOD_DOUBLE_STEP,0
wooddoublestep,WOOD_DOUBLE_STEP,0
wooddstep,WOOD_DOUBLE_STEP,0
wdoublestep,WOOD_DOUBLE_STEP,0
wdstep,WOOD_DOUBLE_STEP,0
doublewoodenplankstep,WOOD_DOUBLE_STEP,0
dwoodenplankstep,WOOD_DOUBLE_STEP,0
doublewoodplankstep,WOOD_DOUBLE_STEP,0
dwoodplankstep,WOOD_DOUBLE_STEP,0
doublewplankstep,WOOD_DOUBLE_STEP,0
dwplankstep,WOOD_DOUBLE_STEP,0
doubleplankstep,WOOD_DOUBLE_STEP,0
dplankstep,WOOD_DOUBLE_STEP,0
doublewoodenstep,WOOD_DOUBLE_STEP,0
dwoodenstep,WOOD_DOUBLE_STEP,0
doublewoodstep,WOOD_DOUBLE_STEP,0
dwoodstep,WOOD_DOUBLE_STEP,0
doublewstep,WOOD_DOUBLE_STEP,0
dwstep,WOOD_DOUBLE_STEP,0
woodenplankdoubleslab,WOOD_DOUBLE_STEP,0
woodenplankdslab,WOOD_DOUBLE_STEP,0
woodplankdoubleslab,WOOD_DOUBLE_STEP,0
woodplankdslab,WOOD_DOUBLE_STEP,0
wplankdoubleslab,WOOD_DOUBLE_STEP,0
wplankdslab,WOOD_DOUBLE_STEP,0
plankdoubleslab,WOOD_DOUBLE_STEP,0
plankdslab,WOOD_DOUBLE_STEP,0
woodendoubleslab,WOOD_DOUBLE_STEP,0
woodendslab,WOOD_DOUBLE_STEP,0
wooddoubleslab,WOOD_DOUBLE_STEP,0
wooddslab,WOOD_DOUBLE_STEP,0
wdoubleslab,WOOD_DOUBLE_STEP,0
wdslab,WOOD_DOUBLE_STEP,0
doublewoodenplankslab,WOOD_DOUBLE_STEP,0
dwoodenplankslab,WOOD_DOUBLE_STEP,0
doublewoodplankslab,WOOD_DOUBLE_STEP,0
dwoodplankslab,WOOD_DOUBLE_STEP,0
doublewplankslab,WOOD_DOUBLE_STEP,0
dwplankslab,WOOD_DOUBLE_STEP,0
doubleplankslab,WOOD_DOUBLE_STEP,0
dplankslab,WOOD_DOUBLE_STEP,0
doublewoodenslab,WOOD_DOUBLE_STEP,0
dwoodenslab,WOOD_DOUBLE_STEP,0
doublewoodslab,WOOD_DOUBLE_STEP,0
dwoodslab,WOOD_DOUBLE_STEP,0
doublewslab,WOOD_DOUBLE_STEP,0
dwslab,WOOD_DOUBLE_STEP,0
woodenplankdoublehalfblock,WOOD_DOUBLE_STEP,0
woodenplankdhalfblock,WOOD_DOUBLE_STEP,0
woodplankdoublehalfblock,WOOD_DOUBLE_STEP,0
woodplankdhalfblock,WOOD_DOUBLE_STEP,0
wplankdoublehalfblock,WOOD_DOUBLE_STEP,0
wplankdhalfblock,WOOD_DOUBLE_STEP,0
plankdoublehalfblock,WOOD_DOUBLE_STEP,0
plankdhalfblock,WOOD_DOUBLE_STEP,0
woodendoublehalfblock,WOOD_DOUBLE_STEP,0
woodendhalfblock,WOOD_DOUBLE_STEP,0
wooddoublehalfblock,WOOD_DOUBLE_STEP,0
wooddhalfblock,WOOD_DOUBLE_STEP,0
wdoublehalfblock,WOOD_DOUBLE_STEP,0
wdhalfblock,WOOD_DOUBLE_STEP,0
doublewoodenplankhalfblock,WOOD_DOUBLE_STEP,0
dwoodenplankhalfblock,WOOD_DOUBLE_STEP,0
doublewoodplankhalfblock,WOOD_DOUBLE_STEP,0
dwoodplankhalfblock,WOOD_DOUBLE_STEP,0
doublewplankhalfblock,WOOD_DOUBLE_STEP,0
dwplankhalfblock,WOOD_DOUBLE_STEP,0
doubleplankhalfblock,WOOD_DOUBLE_STEP,0
dplankhalfblock,WOOD_DOUBLE_STEP,0
doublewoodenhalfblock,WOOD_DOUBLE_STEP,0
dwoodenhalfblock,WOOD_DOUBLE_STEP,0
doublewoodhalfblock,WOOD_DOUBLE_STEP,0
dwoodhalfblock,WOOD_DOUBLE_STEP,0
doublewhalfblock,WOOD_DOUBLE_STEP,0
dwhalfblock,WOOD_DOUBLE_STEP,0
oakwoodenplankdoublehalfblock,WOOD_DOUBLE_STEP,0
oakwoodenplankdhalfblock,WOOD_DOUBLE_STEP,0
oakwoodplankdoublehalfblock,WOOD_DOUBLE_STEP,0
oakwoodplankdhalfblock,WOOD_DOUBLE_STEP,0
oakwplankdoublehalfblock,WOOD_DOUBLE_STEP,0
oakwplankdhalfblock,WOOD_DOUBLE_STEP,0
oakplankdoublehalfblock,WOOD_DOUBLE_STEP,0
oakplankdhalfblock,WOOD_DOUBLE_STEP,0
oakwoodendoublehalfblock,WOOD_DOUBLE_STEP,0
oakwoodendhalfblock,WOOD_DOUBLE_STEP,0
oakwooddoublehalfblock,WOOD_DOUBLE_STEP,0
oakwooddhalfblock,WOOD_DOUBLE_STEP,0
oakwdoublehalfblock,WOOD_DOUBLE_STEP,0
oakwdhalfblock,WOOD_DOUBLE_STEP,0
oakdoublewoodenplankhalfblock,WOOD_DOUBLE_STEP,0
oakdwoodenplankhalfblock,WOOD_DOUBLE_STEP,0
oakdoublewoodplankhalfblock,WOOD_DOUBLE_STEP,0
oakdwoodplankhalfblock,WOOD_DOUBLE_STEP,0
oakdoublewplankhalfblock,WOOD_DOUBLE_STEP,0
oakdwplankhalfblock,WOOD_DOUBLE_STEP,0
oakdoubleplankhalfblock,WOOD_DOUBLE_STEP,0
oakdplankhalfblock,WOOD_DOUBLE_STEP,0
oakdoublewoodenhalfblock,WOOD_DOUBLE_STEP,0
oakdwoodenhalfblock,WOOD_DOUBLE_STEP,0
oakdoublewoodhalfblock,WOOD_DOUBLE_STEP,0
oakdwoodhalfblock,WOOD_DOUBLE_STEP,0
oakdoublewhalfblock,WOOD_DOUBLE_STEP,0
oakdwhalfblock,WOOD_DOUBLE_STEP,0
oakdoublehalfblock,WOOD_DOUBLE_STEP,0
oakdhalfblock,WOOD_DOUBLE_STEP,0
oakwoodenplankdoublestep,WOOD_DOUBLE_STEP,0
oakwoodenplankdstep,WOOD_DOUBLE_STEP,0
oakwoodplankdoublestep,WOOD_DOUBLE_STEP,0
oakwoodplankdstep,WOOD_DOUBLE_STEP,0
oakwplankdoublestep,WOOD_DOUBLE_STEP,0
oakwplankdstep,WOOD_DOUBLE_STEP,0
oakplankdoublestep,WOOD_DOUBLE_STEP,0
oakplankdstep,WOOD_DOUBLE_STEP,0
oakwoodendoublestep,WOOD_DOUBLE_STEP,0
oakwoodendstep,WOOD_DOUBLE_STEP,0
oakwooddoublestep,WOOD_DOUBLE_STEP,0
oakwooddstep,WOOD_DOUBLE_STEP,0
oakwdoublestep,WOOD_DOUBLE_STEP,0
oakwdstep,WOOD_DOUBLE_STEP,0
oakdoublewoodenplankstep,WOOD_DOUBLE_STEP,0
oakdwoodenplankstep,WOOD_DOUBLE_STEP,0
oakdoublewoodplankstep,WOOD_DOUBLE_STEP,0
oakdwoodplankstep,WOOD_DOUBLE_STEP,0
oakdoublewplankstep,WOOD_DOUBLE_STEP,0
oakdwplankstep,WOOD_DOUBLE_STEP,0
oakdoubleplankstep,WOOD_DOUBLE_STEP,0
oakdplankstep,WOOD_DOUBLE_STEP,0
oakdoublewoodenstep,WOOD_DOUBLE_STEP,0
oakdwoodenstep,WOOD_DOUBLE_STEP,0
oakdoublewoodstep,WOOD_DOUBLE_STEP,0
oakdwoodstep,WOOD_DOUBLE_STEP,0
oakdoublewstep,WOOD_DOUBLE_STEP,0
oakdwstep,WOOD_DOUBLE_STEP,0
oakdoublestep,WOOD_DOUBLE_STEP,0
oakdstep,WOOD_DOUBLE_STEP,0
oakwoodenplankdoubleslab,WOOD_DOUBLE_STEP,0
oakwoodenplankdslab,WOOD_DOUBLE_STEP,0
oakwoodplankdoubleslab,WOOD_DOUBLE_STEP,0
oakwoodplankdslab,WOOD_DOUBLE_STEP,0
oakwplankdoubleslab,WOOD_DOUBLE_STEP,0
oakwplankdslab,WOOD_DOUBLE_STEP,0
oakplankdoubleslab,WOOD_DOUBLE_STEP,0
oakplankdslab,WOOD_DOUBLE_STEP,0
oakwoodendoubleslab,WOOD_DOUBLE_STEP,0
oakwoodendslab,WOOD_DOUBLE_STEP,0
oakwooddoubleslab,WOOD_DOUBLE_STEP,0
oakwooddslab,WOOD_DOUBLE_STEP,0
oakwdoubleslab,WOOD_DOUBLE_STEP,0
oakwdslab,WOOD_DOUBLE_STEP,0
oakdoublewoodenplankslab,WOOD_DOUBLE_STEP,0
oakdwoodenplankslab,WOOD_DOUBLE_STEP,0
oakdoublewoodplankslab,WOOD_DOUBLE_STEP,0
oakdwoodplankslab,WOOD_DOUBLE_STEP,0
oakdoublewplankslab,WOOD_DOUBLE_STEP,0
oakdwplankslab,WOOD_DOUBLE_STEP,0
oakdoubleplankslab,WOOD_DOUBLE_STEP,0
oakdplankslab,WOOD_DOUBLE_STEP,0
oakdoublewoodenslab,WOOD_DOUBLE_STEP,0
oakdwoodenslab,WOOD_DOUBLE_STEP,0
oakdoublewoodslab,WOOD_DOUBLE_STEP,0
oakdwoodslab,WOOD_DOUBLE_STEP,0
oakdoublewslab,WOOD_DOUBLE_STEP,0
oakdwslab,WOOD_DOUBLE_STEP,0
oakdoubleslab,WOOD_DOUBLE_STEP,0
oakdslab,WOOD_DOUBLE_STEP,0
sprucewoodenplankdoublestep,WOOD_DOUBLE_STEP,1
sprucewoodenplankdstep,WOOD_DOUBLE_STEP,1
sprucewoodplankdoublestep,WOOD_DOUBLE_STEP,1
sprucewoodplankdstep,WOOD_DOUBLE_STEP,1
sprucewplankdoublestep,WOOD_DOUBLE_STEP,1
sprucewplankdstep,WOOD_DOUBLE_STEP,1
spruceplankdoublestep,WOOD_DOUBLE_STEP,1
spruceplankdstep,WOOD_DOUBLE_STEP,1
sprucewoodendoublestep,WOOD_DOUBLE_STEP,1
sprucewoodendstep,WOOD_DOUBLE_STEP,1
sprucewooddoublestep,WOOD_DOUBLE_STEP,1
sprucewooddstep,WOOD_DOUBLE_STEP,1
sprucewdoublestep,WOOD_DOUBLE_STEP,1
sprucewdstep,WOOD_DOUBLE_STEP,1
sprucedoublewoodenplankstep,WOOD_DOUBLE_STEP,1
sprucedwoodenplankstep,WOOD_DOUBLE_STEP,1
sprucedoublewoodplankstep,WOOD_DOUBLE_STEP,1
sprucedwoodplankstep,WOOD_DOUBLE_STEP,1
sprucedoublewplankstep,WOOD_DOUBLE_STEP,1
sprucedwplankstep,WOOD_DOUBLE_STEP,1
sprucedoubleplankstep,WOOD_DOUBLE_STEP,1
sprucedplankstep,WOOD_DOUBLE_STEP,1
sprucedoublewoodenstep,WOOD_DOUBLE_STEP,1
sprucedwoodenstep,WOOD_DOUBLE_STEP,1
sprucedoublewoodstep,WOOD_DOUBLE_STEP,1
sprucedwoodstep,WOOD_DOUBLE_STEP,1
sprucedoublewstep,WOOD_DOUBLE_STEP,1
sprucedwstep,WOOD_DOUBLE_STEP,1
sprucedoublestep,WOOD_DOUBLE_STEP,1
sprucedstep,WOOD_DOUBLE_STEP,1
sprucewoodenplankdoubleslab,WOOD_DOUBLE_STEP,1
sprucewoodenplankdslab,WOOD_DOUBLE_STEP,1
sprucewoodplankdoubleslab,WOOD_DOUBLE_STEP,1
sprucewoodplankdslab,WOOD_DOUBLE_STEP,1
sprucewplankdoubleslab,WOOD_DOUBLE_STEP,1
sprucewplankdslab,WOOD_DOUBLE_STEP,1
spruceplankdoubleslab,WOOD_DOUBLE_STEP,1
spruceplankdslab,WOOD_DOUBLE_STEP,1
sprucewoodendoubleslab,WOOD_DOUBLE_STEP,1
sprucewoodendslab,WOOD_DOUBLE_STEP,1
sprucewooddoubleslab,WOOD_DOUBLE_STEP,1
sprucewooddslab,WOOD_DOUBLE_STEP,1
sprucewdoubleslab,WOOD_DOUBLE_STEP,1
sprucewdslab,WOOD_DOUBLE_STEP,1
sprucedoublewoodenplankslab,WOOD_DOUBLE_STEP,1
sprucedwoodenplankslab,WOOD_DOUBLE_STEP,1
sprucedoublewoodplankslab,WOOD_DOUBLE_STEP,1
sprucedwoodplankslab,WOOD_DOUBLE_STEP,1
sprucedoublewplankslab,WOOD_DOUBLE_STEP,1
sprucedwplankslab,WOOD_DOUBLE_STEP,1
sprucedoubleplankslab,WOOD_DOUBLE_STEP,1
sprucedplankslab,WOOD_DOUBLE_STEP,1
sprucedoublewoodenslab,WOOD_DOUBLE_STEP,1
sprucedwoodenslab,WOOD_DOUBLE_STEP,1
sprucedoublewoodslab,WOOD_DOUBLE_STEP,1
sprucedwoodslab,WOOD_DOUBLE_STEP,1
sprucedoublewslab,WOOD_DOUBLE_STEP,1
sprucedwslab,WOOD_DOUBLE_STEP,1
sprucedoubleslab,WOOD_DOUBLE_STEP,1
sprucedslab,WOOD_DOUBLE_STEP,1
sprucewoodenplankdoublehalfblock,WOOD_DOUBLE_STEP,1
sprucewoodenplankdhalfblock,WOOD_DOUBLE_STEP,1
sprucewoodplankdoublehalfblock,WOOD_DOUBLE_STEP,1
sprucewoodplankdhalfblock,WOOD_DOUBLE_STEP,1
sprucewplankdoublehalfblock,WOOD_DOUBLE_STEP,1
sprucewplankdhalfblock,WOOD_DOUBLE_STEP,1
spruceplankdoublehalfblock,WOOD_DOUBLE_STEP,1
spruceplankdhalfblock,WOOD_DOUBLE_STEP,1
sprucewoodendoublehalfblock,WOOD_DOUBLE_STEP,1
sprucewoodendhalfblock,WOOD_DOUBLE_STEP,1
sprucewooddoublehalfblock,WOOD_DOUBLE_STEP,1
sprucewooddhalfblock,WOOD_DOUBLE_STEP,1
sprucewdoublehalfblock,WOOD_DOUBLE_STEP,1
sprucewdhalfblock,WOOD_DOUBLE_STEP,1
sprucedoublewoodenplankhalfblock,WOOD_DOUBLE_STEP,1
sprucedwoodenplankhalfblock,WOOD_DOUBLE_STEP,1
sprucedoublewoodplankhalfblock,WOOD_DOUBLE_STEP,1
sprucedwoodplankhalfblock,WOOD_DOUBLE_STEP,1
sprucedoublewplankhalfblock,WOOD_DOUBLE_STEP,1
sprucedwplankhalfblock,WOOD_DOUBLE_STEP,1
sprucedoubleplankhalfblock,WOOD_DOUBLE_STEP,1
sprucedplankhalfblock,WOOD_DOUBLE_STEP,1
sprucedoublewoodenhalfblock,WOOD_DOUBLE_STEP,1
sprucedwoodenhalfblock,WOOD_DOUBLE_STEP,1
sprucedoublewoodhalfblock,WOOD_DOUBLE_STEP,1
sprucedwoodhalfblock,WOOD_DOUBLE_STEP,1
sprucedoublewhalfblock,WOOD_DOUBLE_STEP,1
sprucedwhalfblock,WOOD_DOUBLE_STEP,1
sprucedoublehalfblock,WOOD_DOUBLE_STEP,1
sprucedhalfblock,WOOD_DOUBLE_STEP,1
darkwoodenplankdoublestep,WOOD_DOUBLE_STEP,1
darkwoodenplankdstep,WOOD_DOUBLE_STEP,1
darkwoodplankdoublestep,WOOD_DOUBLE_STEP,1
darkwoodplankdstep,WOOD_DOUBLE_STEP,1
darkwplankdoublestep,WOOD_DOUBLE_STEP,1
darkwplankdstep,WOOD_DOUBLE_STEP,1
darkplankdoublestep,WOOD_DOUBLE_STEP,1
darkplankdstep,WOOD_DOUBLE_STEP,1
darkwoodendoublestep,WOOD_DOUBLE_STEP,1
darkwoodendstep,WOOD_DOUBLE_STEP,1
darkwooddoublestep,WOOD_DOUBLE_STEP,1
darkwooddstep,WOOD_DOUBLE_STEP,1
darkwdoublestep,WOOD_DOUBLE_STEP,1
darkwdstep,WOOD_DOUBLE_STEP,1
darkdoublewoodenplankstep,WOOD_DOUBLE_STEP,1
darkdwoodenplankstep,WOOD_DOUBLE_STEP,1
darkdoublewoodplankstep,WOOD_DOUBLE_STEP,1
darkdwoodplankstep,WOOD_DOUBLE_STEP,1
darkdoublewplankstep,WOOD_DOUBLE_STEP,1
darkdwplankstep,WOOD_DOUBLE_STEP,1
darkdoubleplankstep,WOOD_DOUBLE_STEP,1
darkdplankstep,WOOD_DOUBLE_STEP,1
darkdoublewoodenstep,WOOD_DOUBLE_STEP,1
darkdwoodenstep,WOOD_DOUBLE_STEP,1
darkdoublewoodstep,WOOD_DOUBLE_STEP,1
darkdwoodstep,WOOD_DOUBLE_STEP,1
darkdoublewstep,WOOD_DOUBLE_STEP,1
darkdwstep,WOOD_DOUBLE_STEP,1
darkdoublestep,WOOD_DOUBLE_STEP,1
darkdstep,WOOD_DOUBLE_STEP,1
darkwoodenplankdoubleslab,WOOD_DOUBLE_STEP,1
darkwoodenplankdslab,WOOD_DOUBLE_STEP,1
darkwoodplankdoubleslab,WOOD_DOUBLE_STEP,1
darkwoodplankdslab,WOOD_DOUBLE_STEP,1
darkwplankdoubleslab,WOOD_DOUBLE_STEP,1
darkwplankdslab,WOOD_DOUBLE_STEP,1
darkplankdoubleslab,WOOD_DOUBLE_STEP,1
darkplankdslab,WOOD_DOUBLE_STEP,1
darkwoodendoubleslab,WOOD_DOUBLE_STEP,1
darkwoodendslab,WOOD_DOUBLE_STEP,1
darkwooddoubleslab,WOOD_DOUBLE_STEP,1
darkwooddslab,WOOD_DOUBLE_STEP,1
darkwdoubleslab,WOOD_DOUBLE_STEP,1
darkwdslab,WOOD_DOUBLE_STEP,1
darkdoublewoodenplankslab,WOOD_DOUBLE_STEP,1
darkdwoodenplankslab,WOOD_DOUBLE_STEP,1
darkdoublewoodplankslab,WOOD_DOUBLE_STEP,1
darkdwoodplankslab,WOOD_DOUBLE_STEP,1
darkdoublewplankslab,WOOD_DOUBLE_STEP,1
darkdwplankslab,WOOD_DOUBLE_STEP,1
darkdoubleplankslab,WOOD_DOUBLE_STEP,1
darkdplankslab,WOOD_DOUBLE_STEP,1
darkdoublewoodenslab,WOOD_DOUBLE_STEP,1
darkdwoodenslab,WOOD_DOUBLE_STEP,1
darkdoublewoodslab,WOOD_DOUBLE_STEP,1
darkdwoodslab,WOOD_DOUBLE_STEP,1
darkdoublewslab,WOOD_DOUBLE_STEP,1
darkdwslab,WOOD_DOUBLE_STEP,1
darkdoubleslab,WOOD_DOUBLE_STEP,1
darkdslab,WOOD_DOUBLE_STEP,1
darkwoodenplankdoublehalfblock,WOOD_DOUBLE_STEP,1
darkwoodenplankdhalfblock,WOOD_DOUBLE_STEP,1
darkwoodplankdoublehalfblock,WOOD_DOUBLE_STEP,1
darkwoodplankdhalfblock,WOOD_DOUBLE_STEP,1
darkwplankdoublehalfblock,WOOD_DOUBLE_STEP,1
darkwplankdhalfblock,WOOD_DOUBLE_STEP,1
darkplankdoublehalfblock,WOOD_DOUBLE_STEP,1
darkplankdhalfblock,WOOD_DOUBLE_STEP,1
darkwoodendoublehalfblock,WOOD_DOUBLE_STEP,1
darkwoodendhalfblock,WOOD_DOUBLE_STEP,1
